EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1289,0,34,648,11,3,3,1,56,2,2,2,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1291,0,35,735,6,1,3,1,66,3,1,3,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1292,0,42,603,7,4,2,0,78,4,2,2,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1293,0,43,531,4,4,4,0,56,2,3,4,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1294,0,36,429,2,4,3,0,53,3,2,2,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1295,1,44,621,15,3,1,0,73,3,3,4,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1296,0,28,193,2,3,4,1,52,2,1,4,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1297,0,51,968,6,2,2,0,40,2,1,3,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1298,0,30,879,9,2,3,0,72,3,2,3,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1299,1,29,806,7,3,2,0,39,3,1,3,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1301,0,28,640,1,3,4,1,84,3,1,1,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1303,0,25,266,1,3,4,0,40,3,1,2,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1304,0,32,604,8,3,3,1,56,4,2,4,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1306,0,45,364,25,3,2,0,83,3,5,2,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1307,0,39,412,13,4,3,0,94,2,4,2,17334,6,1,13,3,4,2,21,4,3,19,9,15,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1308,0,58,848,23,4,1,1,88,3,1,3,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1309,1,32,1089,7,2,4,1,79,3,2,3,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1310,1,39,360,23,3,3,1,93,3,1,1,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1311,0,30,1138,6,3,1,0,48,2,2,4,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1312,0,36,325,10,4,4,0,63,3,3,3,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1314,0,46,991,1,2,4,0,44,3,1,1,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1315,0,28,1476,1,3,3,0,55,1,2,4,16392,0,0,11,3,1,3,10,6,3,9,8,7,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1317,0,50,1322,28,3,4,0,43,3,4,1,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1318,1,40,299,25,4,4,1,57,2,3,2,17235,2,1,12,3,3,0,9,2,3,5,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1319,1,52,1030,5,3,2,1,64,3,3,2,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1321,0,30,634,17,4,2,0,95,3,3,1,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1322,0,39,524,18,2,1,1,32,3,2,3,13352,0,0,11,3,1,0,9,6,3,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1324,0,31,587,2,4,4,0,57,3,3,3,8935,1,1,19,3,1,1,10,5,2,10,8,9,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1329,0,41,256,10,2,3,1,40,1,2,2,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1331,1,31,1060,1,3,4,0,54,3,1,2,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1333,1,44,935,3,3,1,1,89,3,1,1,14669,4,0,12,3,3,0,10,4,4,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1334,0,42,495,2,1,3,1,37,3,4,3,26582,0,1,13,3,4,0,21,3,2,20,8,2,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1336,0,55,282,2,2,4,0,58,1,5,3,6992,4,0,14,3,4,1,23,5,3,19,9,9,11,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1338,0,56,206,8,4,4,1,99,3,5,2,4022,6,0,14,3,1,0,36,4,3,7,3,7,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1340,0,40,458,16,2,3,1,74,3,1,3,8532,9,0,16,3,2,1,6,0,3,4,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1344,0,34,943,9,3,4,1,86,3,3,4,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1346,0,40,523,2,3,3,1,98,3,2,4,22455,1,0,13,3,3,0,9,4,3,9,8,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1349,0,41,1018,1,3,3,0,66,3,2,1,4297,0,0,17,3,4,1,10,2,3,9,3,1,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1350,0,35,482,4,4,3,1,87,3,2,3,2690,1,1,11,3,2,0,9,3,3,9,6,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1352,0,51,770,5,3,3,1,84,3,4,2,17588,1,1,11,3,2,1,33,2,3,33,9,0,10,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1355,0,38,1009,2,2,2,0,31,3,2,1,19461,3,0,15,3,4,1,11,3,3,7,7,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1356,0,34,507,15,2,3,0,66,3,2,1,23553,1,0,12,3,4,0,10,6,4,10,8,9,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1358,0,25,882,19,1,4,1,67,3,1,4,9075,3,0,11,3,3,3,7,6,2,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1360,1,58,601,7,4,3,0,53,2,3,1,12023,7,1,14,3,4,0,31,0,2,10,9,5,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1361,0,40,329,1,4,2,1,88,3,1,2,6762,3,0,22,4,3,1,7,3,3,4,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1362,0,36,607,7,3,1,0,83,4,2,1,2261,2,0,16,3,4,1,17,2,2,15,7,6,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1363,0,48,855,4,3,4,1,54,3,3,4,18706,1,0,11,3,3,0,11,2,3,10,9,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1364,0,27,1291,11,3,3,0,98,4,1,4,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1367,0,51,1405,11,2,4,0,82,2,4,2,24439,3,0,16,3,2,0,29,1,2,5,2,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1368,0,18,1124,1,3,4,0,97,3,1,4,19305,1,0,15,3,3,0,0,5,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1369,0,35,817,1,3,4,0,60,2,2,4,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1371,0,27,793,2,1,4,1,43,1,2,4,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1372,1,55,267,13,4,1,1,85,4,4,3,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1373,0,56,1369,23,3,4,1,68,3,4,2,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1374,0,34,999,26,1,1,0,92,2,1,3,15891,1,0,20,4,3,3,5,2,3,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1375,0,40,1202,2,1,2,0,89,4,2,3,13888,5,0,20,4,2,3,15,0,3,12,11,11,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1377,0,34,285,29,3,2,1,86,3,2,3,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1379,1,31,703,2,3,3,0,90,2,1,4,11882,7,0,14,3,3,0,3,3,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1380,1,35,662,18,4,4,0,67,3,2,3,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1382,0,38,693,7,3,4,1,57,4,1,3,15748,1,0,11,3,4,3,4,2,3,4,2,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1383,0,34,404,2,4,3,0,98,3,2,4,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1387,0,28,736,26,3,3,1,48,2,2,1,24232,1,0,11,3,3,1,5,0,3,5,3,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1389,1,31,330,22,4,4,1,98,3,2,3,21057,1,1,15,3,4,2,10,3,2,10,2,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1390,0,39,1498,21,4,1,1,44,2,2,4,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1391,0,51,541,2,3,2,1,52,3,3,2,15395,2,0,11,3,2,0,14,5,3,4,2,3,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1392,0,41,1200,22,3,4,0,75,3,2,4,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1394,0,37,1439,4,1,3,1,54,3,1,3,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1395,0,33,1111,5,1,2,1,61,3,2,4,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1396,0,32,499,2,1,3,1,36,3,2,2,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1397,0,39,1485,25,2,3,1,71,3,3,3,3449,3,0,21,4,2,1,13,2,3,6,4,0,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1399,0,25,1372,18,1,1,1,93,4,2,3,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1401,0,52,322,28,2,4,0,59,4,4,3,9731,2,1,11,3,2,1,24,3,2,5,3,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1402,0,43,930,6,3,1,0,73,2,2,3,20003,1,1,14,3,1,0,20,3,1,20,7,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1403,0,27,205,10,3,4,0,98,2,2,4,7100,1,1,11,3,4,0,6,3,3,6,2,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1405,1,27,135,17,4,4,0,51,3,1,3,25681,1,1,13,3,4,0,8,2,3,8,2,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1407,0,26,683,2,1,1,1,36,2,1,4,4050,0,0,12,3,4,0,5,2,3,4,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1408,0,42,1147,10,3,3,0,31,3,4,1,16616,0,0,14,3,3,1,21,5,3,20,7,0,9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1409,0,52,258,8,4,3,0,54,3,1,1,17363,9,0,13,3,3,0,12,2,1,5,4,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1411,0,37,1462,11,3,1,0,94,3,1,3,19106,4,0,18,3,1,0,8,6,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1412,0,35,200,18,2,3,1,60,3,3,4,19944,2,0,11,3,3,0,10,2,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1415,0,25,949,1,3,1,1,81,3,1,4,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1417,0,26,652,7,3,3,1,100,4,1,1,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1419,0,29,332,17,3,2,1,51,2,3,1,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1420,1,49,1475,28,2,1,1,97,2,2,1,22710,3,0,20,4,1,0,20,2,3,4,3,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1421,1,29,337,14,1,3,0,84,3,3,4,22930,0,1,12,3,1,0,9,1,3,8,7,7,7,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1422,0,54,971,1,3,4,0,54,3,4,4,5652,6,0,19,3,4,0,29,3,2,20,7,12,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1423,0,58,1055,1,3,4,0,76,3,5,1,22456,3,1,21,4,3,1,32,3,3,9,8,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1424,0,55,1136,1,4,2,1,81,4,4,4,12414,2,0,13,3,4,2,31,4,4,7,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1425,0,36,1174,3,4,1,0,99,3,2,2,20763,3,1,16,3,4,0,15,3,3,5,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1427,1,31,667,1,4,2,0,50,1,1,3,16154,1,0,12,3,2,0,1,3,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1428,0,30,855,7,4,4,0,73,3,2,1,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1430,0,31,182,8,5,1,0,93,3,4,2,8847,3,0,11,3,3,0,9,3,4,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1431,0,34,560,1,4,4,1,91,3,1,1,20284,5,0,14,3,3,2,10,2,3,4,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1433,1,31,202,8,3,1,0,34,2,1,2,22262,1,0,12,3,3,0,1,3,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1434,0,27,1377,11,1,2,1,91,3,1,1,7679,0,0,14,3,2,0,6,3,4,5,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1435,0,36,172,4,4,1,1,37,2,2,4,22604,1,0,16,3,3,0,10,2,2,10,4,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1436,0,36,329,16,4,3,0,98,2,2,1,13494,4,0,13,3,1,2,11,3,2,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1438,0,47,465,1,3,1,1,74,3,1,4,10205,7,0,12,3,3,1,17,2,2,6,5,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1439,1,25,383,9,2,1,1,68,2,1,1,15182,3,0,12,3,1,0,6,2,3,3,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1440,0,37,1413,5,2,3,1,84,4,1,3,25470,0,0,14,3,1,0,7,2,1,6,5,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1441,0,56,1255,1,2,1,0,90,3,1,1,10494,2,0,22,4,4,1,5,3,4,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1443,0,47,359,2,4,1,0,82,3,4,3,26703,3,0,19,3,2,2,26,2,4,20,17,5,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1445,0,24,1476,4,1,4,0,42,3,2,3,15211,1,1,12,3,3,2,5,3,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1446,0,32,601,7,5,4,1,97,3,2,4,23343,4,0,12,3,3,1,7,3,2,4,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1447,0,34,401,1,3,4,0,86,2,1,2,3708,5,0,17,3,1,1,7,2,2,5,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1448,0,41,1283,5,5,2,1,90,4,1,3,5561,2,1,12,3,1,0,7,5,2,4,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1449,0,40,663,9,4,3,1,81,3,2,3,23099,3,0,11,3,3,2,11,2,4,8,7,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1453,0,31,326,8,2,1,1,31,3,3,4,8386,1,0,18,3,1,1,13,5,3,13,7,9,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1457,1,46,377,9,3,1,1,52,3,3,4,15986,4,0,11,3,1,1,28,1,4,7,7,4,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1458,1,39,592,2,3,1,0,54,2,1,1,17181,2,1,23,4,2,0,11,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1459,1,31,1445,1,5,3,0,100,4,3,2,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1460,0,45,1038,20,3,2,1,95,1,3,1,19863,2,1,18,3,2,1,24,2,3,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1461,0,31,1398,8,2,4,0,96,4,1,2,24609,9,0,18,3,4,0,8,3,3,3,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1464,1,31,523,2,3,2,1,94,3,1,4,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1465,0,45,1448,29,3,2,1,55,3,3,4,14720,4,1,18,3,4,2,10,4,4,3,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1466,0,48,1221,7,3,3,1,96,3,2,1,24795,4,0,11,3,1,3,15,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1467,1,34,1107,9,4,1,0,52,3,1,3,3072,1,0,15,3,4,0,2,0,3,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1468,0,40,218,8,1,4,1,55,2,3,2,25178,2,0,11,3,3,1,16,5,3,9,8,4,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1469,0,28,866,5,3,4,1,84,3,2,1,23490,0,0,18,3,4,0,6,4,3,5,4,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1471,0,44,981,5,3,3,1,90,2,1,3,7973,3,0,14,3,4,0,7,5,3,5,2,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1472,0,53,447,2,3,4,1,39,4,4,2,19764,4,0,12,3,2,0,35,2,2,9,8,8,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1473,0,49,1495,5,4,1,1,96,3,2,3,21534,2,0,14,3,2,1,20,0,2,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1474,0,40,896,2,3,3,1,68,3,1,3,8045,2,0,14,3,3,1,8,3,4,3,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1475,0,44,1467,20,3,4,1,49,3,1,2,21158,1,0,13,3,3,0,6,3,2,5,2,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1477,0,33,430,7,3,4,1,54,3,2,1,17456,0,0,14,3,1,2,5,2,3,4,3,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1478,0,34,1326,3,3,4,1,81,1,2,1,15891,3,0,18,3,4,0,15,2,3,13,9,3,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1479,0,30,1358,16,1,4,1,96,3,2,3,2939,8,0,15,3,3,2,4,2,2,2,1,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1480,0,42,748,9,2,1,0,74,3,1,4,16458,1,0,13,3,3,0,12,3,3,12,9,5,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1481,0,44,383,1,5,1,0,79,3,2,3,9282,7,0,12,3,3,1,11,4,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1482,0,30,990,7,3,3,1,64,3,1,3,7152,1,0,13,3,2,2,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1483,0,57,405,1,2,2,1,93,4,2,3,2721,0,0,24,4,1,1,13,2,2,12,9,2,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
